Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_YYYY-MM-DD,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_All,Prod_Merc_Positions_Short_All,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_All,M_Money_Positions_Short_All,M_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap__Positions_Short_Old,Swap__Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap__Positions_Short_Other,Swap__Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_Contract_Market_Code_Quotes,CFTC_Market_Code_Quotes,CFTC_Commodity_Code_Quotes,CFTC_SubGroup_Code,FutOnly_or_Combined
USD Malaysian Crude Palm Oil C - CHICAGO MERCANTILE EXCHANGE,240206,2024-02-06,037021,CME ,0,37,39500,26830,21211,1110,7288,1560,0,260,280,2080,1341,7560,39420,39500,80,0,39500,26830,21211,1110,7288,1560,0,260,280,2080,1341,7560,39420,39500,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -4070,   -3800,   -1909,     240,   -1860,    -230,     -80,    -340,      80,    -400,      69,     140,   -4050,   -4050,     -20,     -20,100.0,67.9,53.7,2.8,18.5,3.9,0.0,0.7,0.7,5.3,3.4,19.1,99.8,100.0,0.2,0.0,100.0,67.9,53.7,2.8,18.5,3.9,0.0,0.7,0.7,5.3,3.4,19.1,99.8,100.0,0.2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,      9,     10,.,.,.,      0,.,.,      4,      4,.,19,     19,25,      9,     10,.,.,.,      0,.,.,      4,      4,.,19,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,77.3,57.8,88.9,83.1,58.3,45.3,61.4,57.7,77.3,57.8,88.9,83.1,58.3,45.3,61.4,57.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 25 METRIC TONS),037021,CME ,37,A30,FutOnly
USD Malaysian Crude Palm Oil C - CHICAGO MERCANTILE EXCHANGE,240130,2024-01-30,037021,CME ,0,37,43570,30630,23120,870,9148,1790,80,600,200,2480,1272,7420,43470,43550,100,20,43570,30630,23120,870,9148,1790,80,600,200,2480,1272,7420,43470,43550,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    1190,    1680,     970,       0,     480,     -80,      80,     -80,       0,      10,     480,    -600,    1090,    1170,     100,      20,100.0,70.3,53.1,2.0,21.0,4.1,0.2,1.4,0.5,5.7,2.9,17.0,99.8,100.0,0.2,0.0,100.0,70.3,53.1,2.0,21.0,4.1,0.2,1.4,0.5,5.7,2.9,17.0,99.8,100.0,0.2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,     10,     10,.,.,.,.,.,.,      4,      5,.,21,     20,27,     10,     10,.,.,.,.,.,.,      4,      5,.,21,     20,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,76.8,60.3,89.5,82.7,56.8,46.4,60.8,58.2,76.8,60.3,89.5,82.7,56.8,46.4,60.8,58.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 25 METRIC TONS),037021,CME ,37,A30,FutOnly
USD Malaysian Crude Palm Oil C - CHICAGO MERCANTILE EXCHANGE,240123,2024-01-23,037021,CME ,0,37,42380,28950,22150,870,8668,1870,0,680,200,2470,792,8020,42380,42380,0,0,42380,28950,22150,870,8668,1870,0,680,200,2470,792,8020,42380,42380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    1170,     800,     150,      10,     350,     350,       0,      60,       0,    -110,     140,     120,    1170,    1170,       0,       0,100.0,68.3,52.3,2.1,20.5,4.4,0.0,1.6,0.5,5.8,1.9,18.9,100.0,100.0,0.0,0.0,100.0,68.3,52.3,2.1,20.5,4.4,0.0,1.6,0.5,5.8,1.9,18.9,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,      9,      9,.,.,.,      0,.,.,      6,      5,.,21,     20,29,      9,      9,.,.,.,      0,.,.,      6,      5,.,21,     20,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,75.9,60.5,89.5,83.2,54.2,44.2,58.1,56.0,75.9,60.5,89.5,83.2,54.2,44.2,58.1,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 25 METRIC TONS),037021,CME ,37,A30,FutOnly
USD Malaysian Crude Palm Oil C - CHICAGO MERCANTILE EXCHANGE,240116,2024-01-16,037021,CME ,0,37,41210,28150,22000,860,8318,1520,0,620,200,2580,652,7900,41210,41210,0,0,41210,28150,22000,860,8318,1520,0,620,200,2580,652,7900,41210,41210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    1580,    1320,    1100,       0,     400,     -80,       0,      80,       0,     340,      80,       0,    1580,    1580,       0,       0,100.0,68.3,53.4,2.1,20.2,3.7,0.0,1.5,0.5,6.3,1.6,19.2,100.0,100.0,0.0,0.0,100.0,68.3,53.4,2.1,20.2,3.7,0.0,1.5,0.5,6.3,1.6,19.2,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,      9,      8,.,.,.,      0,.,.,      6,      5,.,21,     19,29,      9,      8,.,.,.,      0,.,.,      6,      5,.,21,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,77.4,62.5,89.2,85.2,55.4,47.9,59.6,58.9,77.4,62.5,89.2,85.2,55.4,47.9,59.6,58.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 25 METRIC TONS),037021,CME ,37,A30,FutOnly
USD Malaysian Crude Palm Oil C - CHICAGO MERCANTILE EXCHANGE,240109,2024-01-09,037021,CME ,0,37,39630,26830,20900,860,7918,1600,0,540,200,2240,572,7900,39630,39630,0,0,39630,26830,20900,860,7918,1600,0,540,200,2240,572,7900,39630,39630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,    1191,    1340,     920,       0,     440,     -40,       0,     140,       0,     180,      20,    -289,    1191,    1191,       0,       0,100.0,67.7,52.7,2.2,20.0,4.0,0.0,1.4,0.5,5.7,1.4,19.9,100.0,100.0,0.0,0.0,100.0,67.7,52.7,2.2,20.0,4.0,0.0,1.4,0.5,5.7,1.4,19.9,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,      9,      7,.,.,.,      0,.,.,      6,      4,.,21,     17,28,      9,      7,.,.,.,      0,.,.,      6,      4,.,21,     17,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,78.1,62.7,90.0,86.2,56.3,48.0,60.2,59.1,78.1,62.7,90.0,86.2,56.3,48.0,60.2,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 25 METRIC TONS),037021,CME ,37,A30,FutOnly
USD Malaysian Crude Palm Oil C - CHICAGO MERCANTILE EXCHANGE,240102,2024-01-02,037021,CME ,0,37,38439,25490,19980,860,7478,1640,0,400,200,2060,552,8189,38439,38439,0,0,38439,25490,19980,860,7478,1640,0,400,200,2060,552,8189,38439,38439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   -3271,   -3720,    -390,      80,   -1430,     -80,       0,    -380,       0,     300,   -1140,     149,   -3271,   -3271,       0,       0,100.0,66.3,52.0,2.2,19.5,4.3,0.0,1.0,0.5,5.4,1.4,21.3,100.0,100.0,0.0,0.0,100.0,66.3,52.0,2.2,19.5,4.3,0.0,1.0,0.5,5.4,1.4,21.3,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,      8,      9,.,.,.,      0,.,.,      5,      5,.,19,     20,28,      8,      9,.,.,.,      0,.,.,      5,      5,.,19,     20,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,78.3,61.0,90.4,85.3,56.3,46.0,60.0,56.8,78.3,61.0,90.4,85.3,56.3,46.0,60.0,56.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 25 METRIC TONS),037021,CME ,37,A30,FutOnly
ROUGH RICE - CHICAGO BOARD OF TRADE,240305,2024-03-05,039601,CBT ,0,39,12268,2340,9867,107,0,0,5078,578,93,1450,510,217,9285,11265,2983,1003,10152,1126,7942,107,0,0,5078,578,93,1103,566,147,7654,9326,2498,826,2116,1214,1925,0,0,0,0,0,0,403,0,14,1631,1939,485,177,     -71,     -25,     -54,      -1,       0,       0,    -375,      13,       2,      62,     -70,      -2,    -339,    -111,     268,      40,100.0,19.1,80.4,0.9,0.0,0.0,41.4,4.7,0.8,11.8,4.2,1.8,75.7,91.8,24.3,8.2,100.0,11.1,78.2,1.1,0.0,0.0,50.0,5.7,0.9,10.9,5.6,1.4,75.4,91.9,24.6,8.1,100.0,57.4,91.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.7,77.1,91.6,22.9,8.4,61,     12,     17,.,      0,      0,     17,.,.,     13,.,.,45,     26,61,      8,     17,.,      0,      0,     17,.,.,     11,      5,.,39,     26,     22,      7,     11,      0,      0,      0,      0,      0,      0,      6,      0,.,     13,     12,26.1,55.1,40.8,70.2,26.1,54.7,40.5,69.8,28.5,50.9,43.7,68.3,28.5,50.9,43.7,68.3,61.6,82.8,73.6,90.5,61.6,82.8,72.9,90.3,"(CONTRACTS OF 200,000 POUNDS)",039601,CBT ,39,A10,FutOnly
ROUGH RICE - CHICAGO BOARD OF TRADE,240227,2024-02-27,039601,CBT ,0,39,12339,2365,9921,108,0,0,5453,565,91,1388,580,219,9624,11376,2715,963,10386,1163,8124,108,0,0,5453,565,91,1066,641,144,8025,9565,2361,821,1953,1202,1797,0,0,0,0,0,0,383,0,14,1599,1811,354,142,      82,       3,     519,     -24,       0,     -29,     263,    -204,     -10,     300,      10,     -47,     456,     239,    -374,    -157,100.0,19.2,80.4,0.9,0.0,0.0,44.2,4.6,0.7,11.2,4.7,1.8,78.0,92.2,22.0,7.8,100.0,11.2,78.2,1.0,0.0,0.0,52.5,5.4,0.9,10.3,6.2,1.4,77.3,92.1,22.7,7.9,100.0,61.5,92.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,0.0,0.7,81.9,92.7,18.1,7.3,67,     15,     19,.,      0,      0,     20,.,.,     12,      4,.,50,     29,67,     14,     19,.,      0,      0,     20,.,.,     10,      6,.,48,     29,     22,      7,     11,      0,      0,      0,      0,      0,      0,      6,      0,.,     13,     12,25.7,52.8,40.7,68.2,25.7,52.3,39.8,67.7,29.9,48.0,44.2,66.0,29.9,47.8,44.2,65.8,60.9,84.9,77.1,91.8,60.8,84.9,76.6,91.5,"(CONTRACTS OF 200,000 POUNDS)",039601,CBT ,39,A10,FutOnly
ROUGH RICE - CHICAGO BOARD OF TRADE,240220,2024-02-20,039601,CBT ,0,39,12257,2362,9402,132,0,29,5190,769,101,1088,570,266,9168,11137,3089,1120,10451,1226,7747,105,28,1,5190,769,101,869,666,153,7645,9465,2806,986,1806,1136,1655,55,0,0,0,0,0,315,0,17,1523,1672,283,134,     141,       8,     377,     -68,       0,     -12,     141,      -7,      42,     -28,     -60,    -156,     -73,     184,     214,     -43,100.0,19.3,76.7,1.1,0.0,0.2,42.3,6.3,0.8,8.9,4.7,2.2,74.8,90.9,25.2,9.1,100.0,11.7,74.1,1.0,0.3,0.0,49.7,7.4,1.0,8.3,6.4,1.5,73.2,90.6,26.8,9.4,100.0,62.9,91.6,3.0,0.0,0.0,0.0,0.0,0.0,17.4,0.0,0.9,84.3,92.6,15.7,7.4,66,     13,     19,.,      0,.,     18,.,.,     11,      5,      6,47,     33,66,     11,     19,.,.,.,     18,.,.,      8,      8,      4,43,     33,     22,      6,     11,.,      0,      0,      0,      0,      0,      6,      0,.,     13,     13,26.5,51.6,40.8,65.9,26.5,51.6,39.4,65.9,30.4,47.2,43.1,63.6,30.4,47.2,43.1,63.6,65.1,84.4,80.8,91.4,65.0,84.4,80.0,91.1,"(CONTRACTS OF 200,000 POUNDS)",039601,CBT ,39,A10,FutOnly
ROUGH RICE - CHICAGO BOARD OF TRADE,240213,2024-02-13,039601,CBT ,0,39,12116,2354,9025,200,0,41,5049,776,59,1116,630,422,9241,10953,2875,1163,10486,1332,7540,112,34,7,5049,776,59,920,711,323,7802,9450,2684,1036,1630,1022,1485,122,0,0,0,0,0,277,0,18,1439,1503,191,127,     389,     -37,      68,     -51,       0,     -10,     481,    -110,       2,     -46,     136,      64,     403,     150,     -14,     239,100.0,19.4,74.5,1.7,0.0,0.3,41.7,6.4,0.5,9.2,5.2,3.5,76.3,90.4,23.7,9.6,100.0,12.7,71.9,1.1,0.3,0.1,48.1,7.4,0.6,8.8,6.8,3.1,74.4,90.1,25.6,9.9,100.0,62.7,91.1,7.5,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.1,88.3,92.2,11.7,7.8,67,     13,     16,.,      0,.,     18,.,.,     12,      5,      6,48,     30,67,     12,     16,.,.,.,     18,.,.,      9,      7,      5,46,     30,     20,      5,      9,.,      0,      0,      0,      0,      0,      6,      0,.,     12,     11,24.5,51.1,37.9,65.1,24.4,51.1,37.5,65.1,27.6,47.2,40.6,63.1,27.6,47.2,40.6,63.1,65.8,84.2,84.9,91.3,65.8,84.2,84.0,90.9,"(CONTRACTS OF 200,000 POUNDS)",039601,CBT ,39,A10,FutOnly
ROUGH RICE - CHICAGO BOARD OF TRADE,240206,2024-02-06,039601,CBT ,0,39,11727,2391,8957,251,0,51,4568,886,57,1162,494,358,8838,10803,2889,924,10251,1453,7606,110,44,7,4568,886,57,1033,576,273,7501,9449,2750,802,1476,938,1351,185,0,0,0,0,0,211,0,3,1337,1354,139,122,     120,    -430,     -76,      48,       0,      -6,     358,      51,       7,     -33,      55,      16,     -40,      47,     160,      73,100.0,20.4,76.4,2.1,0.0,0.4,39.0,7.6,0.5,9.9,4.2,3.1,75.4,92.1,24.6,7.9,100.0,14.2,74.2,1.1,0.4,0.1,44.6,8.6,0.6,10.1,5.6,2.7,73.2,92.2,26.8,7.8,100.0,63.6,91.5,12.5,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.2,90.6,91.7,9.4,8.3,71,     12,     18,.,      0,.,     17,      4,.,     13,      5,      7,50,     33,70,     11,     18,.,.,.,     17,      4,.,     10,      8,      5,47,     33,     18,      4,      9,.,      0,      0,      0,      0,      0,      4,      0,.,      9,     11,24.8,50.5,38.4,64.4,24.8,50.5,38.2,64.4,27.7,46.0,40.8,61.6,27.7,46.0,40.8,61.6,72.1,85.8,89.4,91.5,72.1,85.8,89.3,91.5,"(CONTRACTS OF 200,000 POUNDS)",039601,CBT ,39,A10,FutOnly
ROUGH RICE - CHICAGO BOARD OF TRADE,240130,2024-01-30,039601,CBT ,0,39,11607,2821,9033,203,0,57,4210,835,50,1195,439,342,8878,10756,2729,851,10256,1904,7799,112,50,7,4210,835,50,1065,488,293,7641,9522,2615,734,1351,917,1234,141,0,0,0,0,0,179,0,0,1237,1234,114,117,     895,     216,     533,      23,       0,      -4,     433,      77,      50,    -160,       6,     200,     758,     862,     137,      33,100.0,24.3,77.8,1.7,0.0,0.5,36.3,7.2,0.4,10.3,3.8,2.9,76.5,92.7,23.5,7.3,100.0,18.6,76.0,1.1,0.5,0.1,41.0,8.1,0.5,10.4,4.8,2.9,74.5,92.8,25.5,7.2,100.0,67.9,91.3,10.4,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,91.6,91.3,8.4,8.7,66,     13,     17,.,      0,.,     14,.,.,     13,      4,      4,46,     27,64,     12,     17,.,.,.,     14,.,.,     11,      5,.,42,     27,     17,      4,      8,.,      0,      0,      0,      0,      0,      4,      0,      0,      9,      8,25.3,55.0,41.5,68.3,25.3,55.0,41.5,68.3,28.7,51.3,43.8,66.1,28.7,51.3,43.8,66.1,75.4,87.4,90.2,91.3,75.4,87.4,90.2,91.3,"(CONTRACTS OF 200,000 POUNDS)",039601,CBT ,39,A10,FutOnly
ROUGH RICE - CHICAGO BOARD OF TRADE,240123,2024-01-23,039601,CBT ,0,39,10712,2605,8500,180,0,61,3777,758,0,1355,433,142,8120,9894,2592,818,9481,1723,7379,129,58,3,3777,758,0,1268,438,137,7037,8773,2444,708,1231,882,1121,109,0,0,0,0,0,92,0,0,1083,1121,148,110,      48,      94,    -395,      25,       0,       2,      89,     254,     -72,     -44,      55,       0,      94,    -156,     -46,     204,100.0,24.3,79.4,1.7,0.0,0.6,35.3,7.1,0.0,12.6,4.0,1.3,75.8,92.4,24.2,7.6,100.0,18.2,77.8,1.4,0.6,0.0,39.8,8.0,0.0,13.4,4.6,1.4,74.2,92.5,25.8,7.5,100.0,71.6,91.1,8.9,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,88.0,91.1,12.0,8.9,64,     11,     18,.,      0,.,     14,.,      0,     16,.,      4,44,     28,63,      9,     18,.,.,.,     14,.,      0,     15,.,      4,42,     28,     14,      4,      6,.,      0,      0,      0,      0,      0,.,      0,      0,      8,      6,25.5,59.8,41.2,71.0,25.5,59.8,41.2,71.0,27.9,56.4,42.8,69.0,27.9,56.4,42.8,69.0,77.7,89.8,88.0,91.1,77.7,89.8,88.0,91.1,"(CONTRACTS OF 200,000 POUNDS)",039601,CBT ,39,A10,FutOnly
ROUGH RICE - CHICAGO BOARD OF TRADE,240116,2024-01-16,039601,CBT ,0,39,10664,2511,8895,155,0,59,3688,504,72,1399,378,142,8026,10050,2638,614,9487,1664,7800,115,56,3,3688,504,72,1309,378,142,6993,8955,2494,532,1177,847,1095,96,0,0,0,0,0,90,0,0,1033,1095,144,82,    -190,    -263,    -228,       4,       0,       3,      65,     112,     -51,     -69,      33,       7,    -304,    -124,     114,     -66,100.0,23.5,83.4,1.5,0.0,0.6,34.6,4.7,0.7,13.1,3.5,1.3,75.3,94.2,24.7,5.8,100.0,17.5,82.2,1.2,0.6,0.0,38.9,5.3,0.8,13.8,4.0,1.5,73.7,94.4,26.3,5.6,100.0,72.0,93.0,8.2,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,87.8,93.0,12.2,7.0,66,     12,     18,.,      0,.,     14,.,.,     16,.,      4,46,     28,65,     11,     18,.,.,.,     14,.,.,     16,.,      4,45,     28,     14,      4,      6,.,      0,      0,      0,      0,      0,.,      0,      0,      8,      6,23.4,62.0,38.9,73.3,23.4,62.0,38.9,73.0,24.9,58.8,40.0,71.2,24.9,58.8,40.0,70.7,77.3,91.8,87.8,93.0,77.3,91.8,87.8,93.0,"(CONTRACTS OF 200,000 POUNDS)",039601,CBT ,39,A10,FutOnly
ROUGH RICE - CHICAGO BOARD OF TRADE,240109,2024-01-09,039601,CBT ,0,39,10854,2774,9123,151,0,56,3623,392,123,1468,345,135,8330,10174,2524,680,9720,1956,8048,115,53,3,3623,392,123,1380,345,135,7335,9099,2385,621,1134,818,1075,89,0,0,0,0,0,88,0,0,995,1075,139,59,    -838,    -288,   -1162,      34,       0,      -2,    -589,     179,     -40,     243,     235,      15,    -627,    -775,    -211,     -63,100.0,25.6,84.1,1.4,0.0,0.5,33.4,3.6,1.1,13.5,3.2,1.2,76.7,93.7,23.3,6.3,100.0,20.1,82.8,1.2,0.5,0.0,37.3,4.0,1.3,14.2,3.5,1.4,75.5,93.6,24.5,6.4,100.0,72.1,94.8,7.8,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,87.7,94.8,12.3,5.2,66,     15,     17,.,      0,.,     14,.,.,     16,.,      4,48,     27,65,     14,     17,.,.,.,     14,.,.,     16,.,      4,47,     27,     14,      4,      6,.,      0,      0,      0,      0,      0,.,      0,      0,      8,      6,22.6,62.9,37.2,75.5,22.6,62.9,36.9,75.3,23.3,59.9,37.7,73.5,23.3,59.9,37.7,73.2,77.6,93.5,87.7,94.8,77.6,93.5,87.7,94.8,"(CONTRACTS OF 200,000 POUNDS)",039601,CBT ,39,A10,FutOnly
ROUGH RICE - CHICAGO BOARD OF TRADE,240102,2024-01-02,039601,CBT ,0,39,11692,3062,10285,117,0,58,4212,213,163,1225,110,120,8957,10949,2735,743,10784,2252,9429,117,0,58,4212,213,163,1221,111,119,8142,10093,2642,691,908,810,856,0,0,0,0,0,0,5,0,0,815,856,93,52,    -104,    -103,    -113,       4,       0,      58,     123,      10,      72,     -87,     110,    -195,    -128,     -58,      24,     -46,100.0,26.2,88.0,1.0,0.0,0.5,36.0,1.8,1.4,10.5,0.9,1.0,76.6,93.6,23.4,6.4,100.0,20.9,87.4,1.1,0.0,0.5,39.1,2.0,1.5,11.3,1.0,1.1,75.5,93.6,24.5,6.4,100.0,89.2,94.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,89.8,94.3,10.2,5.7,63,     16,     18,.,      0,.,     13,.,.,     13,.,      4,48,     26,62,     14,     18,.,      0,.,     13,.,.,     13,.,      4,46,     26,     12,      4,      6,      0,      0,      0,      0,      0,      0,.,      0,      0,      6,      6,26.7,62.6,41.3,74.9,26.7,61.5,41.1,73.8,24.2,60.2,38.9,73.5,24.2,59.0,38.9,72.2,89.2,93.0,89.8,94.3,89.2,93.0,89.8,94.3,"(CONTRACTS OF 200,000 POUNDS)",039601,CBT ,39,A10,FutOnly
